id	effectiveTime	active	moduleId	refsetId	referencedComponentId	rangeConstraint	attributeRule	ruleStrengthId	contentTypeId
ae7667d7-a1e7-48ca-8cd9-575aa848d94f	20211031	1	900000000000012004	723562003	1003735000	<< 105590001 |Substance (substance)| OR << 123037004 |Body structure (body structure)| OR << 373873005 |Pharmaceutical / biologic product (product)|	<< 363787002 |Observable entity (observable entity)|: [0..*] { [0..1] 1003735000 |Process acts on| = (<< 105590001 |Substance (substance)| OR << 123037004 |Body structure (body structure)| OR << 373873005 |Pharmaceutical / biologic product (product)|) }	723597001	723596005
b41253a7-7b17-4acf-96a1-d784ad0a6c04	20200731	1	900000000000012004	723562003	405815000	<< 49062001 |Device (physical object)|	(<< 363787002 |Observable entity (observable entity)|: [0..*] { [0..1] 405815000 |Procedure device| = << 49062001 |Device (physical object)| }) OR (<< 71388002 |Procedure (procedure)|: [0..*] { [0..*] 405815000 |Procedure device| = << 49062001 |Device (physical object)| })	723597001	723596005
b4e60ee9-55d6-4ba9-aeb7-6377fc06e902	20170731	1	900000000000012004	723562003	127489000	<< 105590001 |Substance (substance)|	<< 373873005 |Pharmaceutical / biologic product (product)|: [0..*] { [0..1] 127489000 |Has active ingredient| = << 105590001 |Substance (substance)| }	723597001	723596005
c07eb2e4-2c6b-4b3e-8ff3-813e82997b06	20170731	1	900000000000012004	723562003	363699004	<< 49062001 |Device (physical object)|	<< 71388002 |Procedure (procedure)|: [0..*] { [0..1] 363699004 |Direct device| = << 49062001 |Device (physical object)| }	723597001	723596005
c3c84f02-877a-4dac-95bc-04e6331d4d06	20180731	1	900000000000012004	723562003	732945000	< 767524001 |Unit of measure (qualifier value)|	<< 373873005 |Pharmaceutical / biologic product (product)|: [0..*] { [0..1] 732945000 |Has presentation strength numerator unit| = < 767524001 |Unit of measure (qualifier value)| }	723597001	723596005
c6495cbd-6e08-47bc-b8a4-6932596ea14e	20180731	1	900000000000012004	723562003	763032000	<< 732935002 |Unit of presentation (unit of presentation)|	<< 373873005 |Pharmaceutical / biologic product (product)|: [0..1] 763032000 |Has unit of presentation| = << 732935002 |Unit of presentation (unit of presentation)|	723597001	723596005
c91edb18-4e91-4dfe-98a0-49a4184e2fe4	20210731	1	900000000000012004	723562003	1142136003	dec(>#0..)	<< 373873005 |Pharmaceutical / biologic product (product)|: [0..*] { [0..1] 1142136003 |Has presentation strength denominator value| > #0 }	723597001	723596005
cc2148e5-f5cd-4ee5-aca1-94dd30c2a0a5	20200731	1	900000000000012004	723562003	246075003	<< 105590001 |Substance (substance)| OR 138875005 |SNOMED CT Concept (SNOMED RT+CTV3)| OR << 260787004 |Physical object (physical object)| OR << 373873005 |Pharmaceutical / biologic product (product)| OR << 410607006 |Organism (organism)| OR << 78621006 |Physical force (physical force)|	(<< 272379006 |Event (event)| OR << 404684003 |Clinical finding (finding)|): [0..*] { [0..1] 246075003 |Causative agent| = (<< 105590001 |Substance (substance)| OR 138875005 |SNOMED CT Concept (SNOMED RT+CTV3)| OR << 260787004 |Physical object (physical object)| OR << 373873005 |Pharmaceutical / biologic product (product)| OR << 410607006 |Organism (organism)| OR << 78621006 |Physical force (physical force)|) }	723597001	723595009
cc8a0100-2414-455e-9305-30b328cabc7a	20180731	1	900000000000012004	723562003	762951001	<< 105590001 |Substance (substance)|	<< 373873005 |Pharmaceutical / biologic product (product)|: [0..*] { [0..1] 762951001 |Has ingredient| = << 105590001 |Substance (substance)| }	723597001	723595009
de805494-83ba-4581-bed8-9a1a6bfc6460	20170731	1	900000000000012004	723562003	363704007	<< 442083009 |Anatomical or acquired body structure (body structure)|	<< 71388002 |Procedure (procedure)|: [0..*] { [0..*] 363704007 |Procedure site| = << 442083009 |Anatomical or acquired body structure (body structure)| }	723597001	723596005
